"Collecte";"URL de départ";"Fréquence";"Thème";"Mots clés";"Informations descriptives complémentaires";"Historique des URL"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://124revue.hypotheses.org";"1 fois par an";"archéologie";"Archéologie, Histoire de l'art";"un outil et un espace de valorisation des recherches effectuées par les doctorants de l’École Doctorale 124, Histoire de l’art et archéologie, de l’Université Paris-Sorbonne";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://2eme-guerre.over-blog.com";"1 fois par an";"histoire";"seconde guerre mondiale";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://52.catholique.fr";"1 fois par an";"religions";"christianisme / catholicisme / diocèse / Haute-Marne / Langres";"Diocèse de Langres";"http://catholique-hautemarne.cef.fr (01/06/2016)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://8mars.info";"1 fois par an";"sociologie";"évenement / femmes";"8 mars journée internationale des femmes";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://acrmediterranee.free.fr";"1 fois par an";"préhistoire";"non renseigné";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://actapol.hypotheses.org";"1 fois par an";"histoire";"histoire; recherche; Révolution";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://actesbranly.revues.org";"1 fois par an";"ethnologie";"2105-2735";"Les Actes de colloques (Musée du quai Branly)";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://adam.mmsh.univ-aix.fr";"1 fois par an";"ethnologie";"Association d'anthropologie méditerranéenne";"Adam";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://adea.asso-web.com";"1 fois par an";"archéologie";"Egyptologie / association / Hérault";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://adlfi.revues.org";"1 fois par an";"archéologie";"France, archéologie";"Revue en ligne: ""ADLFI. Archéologie de la France - Informations"", AdlFI publie des notices présentant l'actualité des opérations archéologiques menées en France";"http://www.openedition.org/10840 (06/01/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://advertisinghistory.hypotheses.org";"1 fois par an";"histoire";"Histoire; Chine; publicité; recherche";;"http://www.openedition.org/11544 (06/03/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://afeaf.hypotheses.org";"1 fois par an";"archéologie";"Europe - Age du Fer";"Association Française pour l’Étude de l’Age du Fer, Carnet de recherche";"http://www.openedition.org/9076 (06/01/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://africanistes.org";"2 fois par an";"ethnologie";"Société des africanistes";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://africanistes.revues.org";"1 fois par an";"archéologie";"Afrique, Histoire, archéologie";"Revue en ligne: ""Journal des africanistes"", Revue de science sociale consacrée à l'étude de l'Afrique inactivé le 29/03/2016: site actuel identique au site archivé";"http://www.openedition.org/488 (06/01/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://afriques.revues.org";"1 fois par an";"archéologie";"Afrique, Histoire ancienne";"Revue en ligne: ""Afriques: Débats, méthodes et terrains d’histoire"", Revue consacrée aux études sur l’Afrique ancienne";"http://www.openedition.org/6450 (06/01/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://afrorient.hypotheses.org";"1 fois par an";"histoire";"Mer Rouge, Afrique Orientale, Océan Indien, XIXe siècle, XXe siècle";"Blog du séminaire IMAF-EHESS";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://ager.hypotheses.org";"1 fois par an";"archéologie";"Europe, France, Préhistoire et antiquité, Archéologie, Histoire rurale, Histoire romaine";"Association d'étude du monde rural gallo-romain, Carnet de recherche";"http://www.openedition.org/12436 (06/01/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://aggiornamento.hypotheses.org";"1 fois par an";"histoire";"histoire";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://agora.hypotheses.org";"1 fois par an";"sociologie";"carnet de recherche / sciences sociales";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://ahcesr.hypotheses.org";"1 fois par an";"histoire";"histoire; recherche";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://ahcesr.hypotheses.org";"1 fois par an";"histoire";"histoire; recherche; histoire contemporaine";;"http://www.openedition.org/11227 (06/03/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://ahmuf.hypotheses.org";"1 fois par an";"histoire";"histoire; recherche; Ancien Régime";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://ahrf.revues.org";"1 fois par an";"histoire";"histoire";;"http://ahrf.revues.org/11117 (25/02/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://aigle.conquerant.free.fr";"2 fois par an";"histoire";"Napoléon Ier";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://aihce.hypotheses.org";"1 fois par an";"histoire";"histoire; Europe; recherche";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://albalat.hypotheses.org";"1 fois par an";"archéologie";"Albalat (Espagne), Fouilles archéologiques, Al-Andalus";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://alhim.revues.org";"1 fois par an";"histoire";"non renseigné";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://alinalia.free.fr";"1 fois par an";"philosophie";"Alain (Emile Chartier)";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://aline.dedieguez.pagesperso-orange.fr";"1 fois par an";"philosophie";"non renseigné";;"http://dieguez-philosophe.com (27/12/2013)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://alma.hypotheses.org";"1 fois par an";"*non classé";"follower Twitter / archives / recherche / PHS ?";"""Carnet de l'axe ALMA (archives, livres, manuscrits et autres supports d’information) du CERHIO""";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://almukhatabatjournal.unblog.fr";"1 fois par an";"philosophie";"Revue philosophie";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://alphasociologie.blogspot.fr";"1 fois par an";"sociologie";"blog / sociologie générale";"articles didactiques";"http://alphasociologie.blogspot.com (07/05/2012)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://alternatives-economiques.fr/blogs/guerin/";"1 fois par an";"sociologie";"blog / Guérin, Serge / vieillesse / care / solidarité";"Blog de Serge Guérin. Enjeux d'une société durable, conviviale et intergénérationnelle.";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://ameriber.u-bordeaux3.fr";"1 fois par an";"histoire";"non renseigné";;
"Philosophie, histoire, sciences de l'homme (PHS)";"http://amers.hypotheses.org";"1 fois par an";"archéologie";"Egypte, Mer Rouge, Sinai, navigation";"ajout d'une 2e url http://amers.hypotheses.org/ressources";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://amitabhafrance.online.fr";"1 fois par an";"religions";"bouddhisme";"AMITABHA  France Bouddhisme tibétain";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://anabases.revues.org";"1 fois par an";"archéologie";"Antiquité, transmission";"Revue en ligne: ""Anabases: Traditions et réceptions de l’Antiquité"", Revue portant sur la réception et les traditions de l'Antiquité à travers le temps";"http://www.openedition.org/9162 (06/01/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://anathema.hypotheses.org";"1 fois par an";"archéologie";"Histoire ancienne, période hellénistique, religion";"Carnet de recherche inactivé le 29/03/2016: site identique au site archivé";"http://www.openedition.org/13659 (06/01/2015)"
"Philosophie, histoire, sciences de l'homme (PHS)";"http://angouleme.catholique.fr";"1 fois par an";"religions";"christianisme / catholicisme / diocèse / Charente / Angoulême";"Diocèse d'Angoulême";
"Philosophie, histoire, sciences de l'homme (PHS)";"http://animed.hypotheses.org";"1 fois par an";"archéologie";"Méditerranée, Animaux, Archéozoologie, Antiquité";"Blog";
